id,titre,prix_mad,ville,quartier,surface_m2,nb_chambres,nb_salles_de_bain,prix_par_m2,scraped_at
6941,Appartement à vendre 126 m² à Casablanca,1350000.0,Casablanca,Belvédère,126.0,2,2,10714.29,2026-05-11 20:49:52.489894
6942,Appartement Art Déco à vendre - 263 m²,3600000.0,Casablanca,Quartier Des Hôpitaux,263.0,4,4,13688.21,2026-05-11 20:49:52.490165
6943,Appartement à vendre 120 m² à Casablanca,1200000.0,Casablanca,La Gironde,104.0,3,1,11538.46,2026-05-11 20:49:52.490261
6944,"Appartement de luxe à vendre près de Marjane, route de Rabat",1520000.0,Tanger,Marjane,98.0,3,2,15510.2,2026-05-11 20:49:52.490592
6945,176270-Vente Appt à Casablanca Les Princesses de 1,1340000.0,Casablanca,Maarif,106.0,2,1,12641.51,2026-05-11 20:49:52.490869
6946,Duplex extraordinaire,730000.0,Marrakech,M'Hamid,104.0,3,2,7019.23,2026-05-11 20:49:52.567574
6947,Appartement de luxe dans la résidence Oscar à M'Diq,1190000.0,Mdiq,Toute La Ville,68.0,2,2,17500.0,2026-05-11 20:49:52.491484
6948,Excellent appartement à vendre complexe Nour,450000.0,Tanger,Aharrarine,56.0,2,1,8035.71,2026-05-11 20:49:52.491780
6949,Appartement à vendre 97 m² à Agadir,1500000.0,Agadir,Autre Secteur,97.0,2,2,15463.92,2026-05-11 20:49:52.491871
6950,Appartement entièrement rénové Opportunité rare,750000.0,Agadir,Tilila,60.0,2,1,12500.0,2026-05-11 20:49:52.492270
6951,Appartement à vendre 77 m² à Tanger,3000000.0,Tanger,Centre Ville,84.0,2,2,35714.29,2026-05-11 20:49:52.492358
6952,117M² entièrement rénové et idéalement situé,1295000.0,Casablanca,Abdelmoumen,117.0,2,2,11068.38,2026-05-11 20:49:52.493003
6953,VENTE RÉSIDENCE BAGDAD AL QODS BERNOUSSI 99M²,870000.0,Casablanca,Sidi Bernoussi,99.0,2,2,8787.88,2026-05-11 20:49:52.493193
6954,✨ À VENDRE – Appartement NEUF au RDC à Kénitra,820000.0,Kénitra,Bir Rami,82.0,2,2,10000.0,2026-05-11 20:49:52.493312
6955,Excellent appartement à vendre complexe Nour,450000.0,Tanger,Aharrarine,56.0,2,1,8035.71,2026-05-11 20:49:52.493412
6956,"Appartement deux façades, centre de Bouznika",430000.0,Bouznika,Autre Secteur,140.0,2,1,3071.43,2026-05-11 20:49:52.493507
6957,Appartement 146m avec garage,800000.0,Bouznika,Autre Secteur,170.0,3,2,4705.88,2026-05-11 20:49:52.493695
6958,Appartement très calme,370000.0,Berrechid,Toute La Ville,62.0,3,1,5967.74,2026-05-11 20:49:52.493885
6959,Appartement à vendre à Beit Al Mostakbal 1 à Salé,400000.0,Salé,Sidi Abdellah,50.0,2,1,8000.0,2026-05-11 20:49:52.493975
6960,Appartements à vendre 106 m² à Casablanca,1150000.0,Casablanca,Sidi Maarouf,106.0,3,2,10849.06,2026-05-11 20:49:52.494065
6961,Appartement à vendre 80 m² à Kénitra,900000.0,Kénitra,Val Fleury,85.0,2,2,10588.24,2026-05-11 20:49:52.494157
6962,Bel appartement sans vis à vis à vendre,1250000.0,Temara,Riad Oulad Mtaa,109.0,2,2,11467.89,2026-05-11 20:49:52.494247
6963,Appartement à vendre Dior Jamaa,2200000.0,Rabat,Diour Jamaa,113.0,3,2,19469.03,2026-05-11 20:49:52.494350
6964,Prix variés 68 millions 66 54 50 millions,680000.0,Martil,Toute La Ville,70.0,2,1,9714.29,2026-05-11 20:49:52.494445
6965,appartement wifak,1490000.0,Temara,Wifak,95.0,3,2,15684.21,2026-05-11 20:49:52.494721
6966,CMN-MA-2641 - Appartement à vendre à Burger,1300000.0,Casablanca,Maarif,119.0,2,1,10924.37,2026-05-11 20:49:52.495634
6967,Appartement 4ème Guéliz la résistance,550000.0,Marrakech,Guéliz,60.0,2,1,9166.67,2026-05-11 20:49:52.496196
6968,Nouvel appartement Tanger Balia,620000.0,Tanger,Tanja Balia,55.0,2,1,11272.73,2026-05-11 20:49:52.496392
6969,Appartement à vendre 49 m² à Asilah,370000.0,Asilah,Toute La Ville,49.0,1,1,7551.02,2026-05-11 20:49:52.496671
6970,3 Chambres à vendre 105 m² à Californie,1975000.0,Casablanca,Californie,115.0,3,2,17173.91,2026-05-11 20:49:52.497038
6971,"Appartement à vendre – BD Tan-Tan, Bourgogne",1800000.0,Casablanca,Bourgogne,68.0,2,1,26470.59,2026-05-11 20:49:52.497230
6972,Appart 3ch salon 87m2 près Sup de co,920000.0,Marrakech,Bd Moulay Abdellah,87.0,3,1,10574.71,2026-05-11 20:49:52.497434
6973,Appartement à vendre 134 m² à Casablanca,2250000.0,Casablanca,Gauthier,145.0,3,2,15517.24,2026-05-11 20:49:52.497929
6974,Appartement Montazah Aljadid proche Marjan,540000.0,Marrakech,Hay Charaf,50.0,2,1,10800.0,2026-05-11 20:49:52.498112
6975,Appartement lumineux à vendre,630000.0,Skhirat,Autre Secteur,64.0,2,1,9843.75,2026-05-11 20:49:52.498204
6976,Appartement à vendre 106 m² à NAKHIL TARGA,1200000.0,Marrakech,Targa,106.0,3,2,11320.75,2026-05-11 20:49:52.498401
6977,Appartement Art Déco Centre Casa,1500000.0,Casablanca,Centre Ville,94.0,2,2,15957.45,2026-05-11 20:49:52.498493
6978,Studio à vendre sur belvédère,700000.0,Casablanca,Belvédère,45.0,1,1,15555.56,2026-05-11 20:49:52.498784
6979,Appartement a vendre à Ain Sebaa 75M2,750000.0,Casablanca,Ain Sebaa,75.0,2,1,10000.0,2026-05-11 20:49:52.498966
6980,Appt haut standing Arcadia loft,1650000.0,Casablanca,Californie,97.0,2,2,17010.31,2026-05-11 20:49:52.500493
6981,appartement à vendre,360000.0,Casablanca,Sidi Bernoussi,50.0,2,1,7200.0,2026-05-11 20:49:52.500907
6982,"Appartement à vendre 65 m² à Azhar, Casablanca",470000.0,Casablanca,Sidi Bernoussi,78.0,2,1,6025.64,2026-05-11 20:49:52.501272
6983,Appartement à vendre 89 m² à Fès,450000.0,Fès,Al Hadiqa,89.0,1,2,5056.18,2026-05-11 20:49:52.501466
6984,Appartement à vendre 81 m² à Mdiq,900000.0,Mdiq,Toute La Ville,81.0,3,2,11111.11,2026-05-11 20:49:52.502147
6985,Bel appartement à vendre en centre-ville,1250000.0,Tanger,Castilla,73.0,3,1,17123.29,2026-05-11 20:49:52.502622
6986,Appartement quartier la Gironde,1135000.0,Casablanca,La Gironde,91.0,2,1,12472.53,2026-05-11 20:49:52.502811
6987,RAK-GU-1347 - Appartement à vendre à Camp Al Ghoul,1790000.0,Marrakech,El Ghoul,96.0,2,1,18645.83,2026-05-11 20:49:52.503106
6988,Hamza Appartement à vendre 63 m² à Had Soualem,200000.0,Had Soualem,Toute La Ville,63.0,2,2,3174.6,2026-05-11 20:49:52.503387
6989,Appart 88m Haut Standing Maarif Ex,1260000.0,Casablanca,Maârif Extension,88.0,2,2,14318.18,2026-05-11 20:49:52.503485
6990,appartement à vendre sans vis à vis,1300000.0,Mohammedia,La Siesta,115.0,2,1,11304.35,2026-05-11 20:49:52.503885
6991,Appartement au 2ème étage à vendre près de la mosquée Salam Anassi,460000.0,Casablanca,Sidi Moumen,58.0,2,2,7931.03,2026-05-11 20:49:52.503976
6992,Appartement de luxe à vendre à Tanger El Moujahidine,850000.0,Tanger,Moujahidine,708.0,2,1,1200.56,2026-05-11 20:49:52.504072
6993,"Deux appartements à vendre à Martil, titrés",630000.0,Martil,Toute La Ville,67.0,2,2,9402.99,2026-05-11 20:49:52.504349
6994,JOLI APPARTEMENT A VENDRE TRIANGLE D OR,2200000.0,Casablanca,Racine,108.0,2,2,20370.37,2026-05-11 20:49:52.504443
6995,Appartement à vendre 77 m² à Salé,846999.0,Salé,Mkinssia,77.0,2,1,10999.99,2026-05-11 20:49:52.504713
6996,Appartement à vendre WIFAQ,570000.0,Temara,Wifak,63.0,2,1,9047.62,2026-05-11 20:49:52.504896
6997,Grand Appartement Mhamid Avenue Nakhil,820000.0,Marrakech,M'Hamid,126.0,2,2,6507.94,2026-05-11 20:49:52.505173
6998,"Appartement 56 m², ascenseur, syndic, 5 minutes de Malabata",550000.0,Tanger,Tanja Balia,56.0,2,1,9821.43,2026-05-11 20:49:52.505355
6999,"Appartement 3 chambres 80m², ascenseur, syndic, 5 min de Malabata",750000.0,Tanger,Tanja Balia,80.0,3,1,9375.0,2026-05-11 20:49:52.505787
7000,Appartement à vendre 154 m² à Kénitra,1100000.0,Kénitra,La Ville Haute,154.0,3,3,7142.86,2026-05-11 20:49:52.505971
7001,"Appartement 74 m², ascenseur, syndic, balcon, 4 minutes de la gare",592000.0,Tanger,Tanja Balia,74.0,2,1,8000.0,2026-05-11 20:49:52.506663
7002,🏠 Appartement meublé à vendre – Haye Essalam Marrakech,400000.0,Marrakech,Hay Izdihar,48.0,1,1,8333.33,2026-05-11 20:49:52.506759
7003,Appartement à vendre 180 m² à Rabat,2400000.0,Rabat,Kébibat,180.0,3,2,13333.33,2026-05-11 20:49:52.507136
7004,Appartement à vendre 140 m² à Mohammedia,2500000.0,Mohammedia,Autre Secteur,140.0,2,2,17857.14,2026-05-11 20:49:52.507316
7005,Appartement à vendre 60 et 65m² à Temara,830000.0,Temara,Centre Ville,60.0,2,1,13833.33,2026-05-11 20:49:52.507514
7006,"Appartement meublé de 76 m², ascenseur, syndic, sur la rue",798000.0,Tanger,Tanja Balia,76.0,2,1,10500.0,2026-05-11 20:49:52.507705
7007,Appartement avec vue sur mer à Sable d'Or,910000.0,Tanger,Autre Secteur,86.0,3,2,10581.4,2026-05-11 20:49:52.507894
7008,Appartements à vendre 96 m² à Sidi Moumen près de Diar El Khalil,730000.0,Casablanca,Sidi Moumen,96.0,2,2,7604.17,2026-05-11 20:49:52.507996
7009,Appartement neuf vue Mer,3200000.0,Dar Bouazza,Toute La Ville,158.0,3,2,20253.16,2026-05-11 20:49:52.508090
7010,Appartement à vendre 110 m² à Kénitra,1200000.0,Kénitra,Saknia,112.0,3,2,10714.29,2026-05-11 20:49:52.508183
7011,"Appartement terrasse 118 m², ascenseur, syndic, 4 minutes de la gare",800000.0,Tanger,Tanja Balia,118.0,2,1,6779.66,2026-05-11 20:49:52.508387
7012,"Appartement terrasse 196 m², ascenseur, syndic, déclaration totale",1020000.0,Tanger,Tanja Balia,196.0,2,1,5204.08,2026-05-11 20:49:52.508485
7013,Appartement à vendre,550000.0,Tanger,Aouama Gharbia,100.0,2,1,5500.0,2026-05-11 20:49:52.509463
7014,Appartement ascenseur balcon vue sur la rue,450000.0,Tanger,Marjane,57.0,2,1,7894.74,2026-05-11 20:49:52.509927
7015,Appartement de 52 m² à vendre à Diyar Tanger,410000.0,Tanger,Moujahidine,52.0,2,1,7884.62,2026-05-11 20:49:52.510018
7016,Appartement à vendre 138 m² à Rabat,3750000.0,Rabat,Hay Riad,143.0,3,2,26223.78,2026-05-11 20:49:52.510214
7017,Appartement à vendre,550000.0,Tanger,Aouama Gharbia,80.0,2,1,6875.0,2026-05-11 20:49:52.510450
7018,Appartement à vendre 85 m² à Ait Melloul Agadir,550000.0,Agadir Melloul,Toute La Ville,85.0,2,1,6470.59,2026-05-11 20:49:52.510544
7019,Appartement à vendre 113 m² à Meknès,570000.0,Meknès,Hamria,113.0,3,2,5044.25,2026-05-11 20:49:52.510632
7020,Appartement à vendre à Beni Mellal,750000.0,Béni Mellal,Toute La Ville,70.0,3,1,10714.29,2026-05-11 20:49:52.510723
7021,Excellent appartement à vendre,360000.0,Casablanca,Errahma,62.0,2,1,5806.45,2026-05-11 20:49:52.511549
7022,Appartement titre à vendre 116 m² à Martil,750000.0,Martil,Toute La Ville,116.0,2,2,6465.52,2026-05-11 20:49:52.511641
7023,Appartement neuf Daam Sakane // Hay Salam,560000.0,El Jadida,Autre Secteur,70.0,3,2,8000.0,2026-05-11 20:49:52.513449
7024,Appartement neuf à vendre à SAÏDIA avec balcon,390000.0,Saidia,Toute La Ville,68.0,2,1,5735.29,2026-05-11 20:49:52.513548
7025,Appartement à vendre à Agdal,3300000.0,Rabat,Agdal,165.0,3,3,20000.0,2026-05-11 20:49:52.513737
7026,Appartement à vendre 104 m² à Belvédère,1000000.0,Casablanca,Belvédère,104.0,2,1,9615.38,2026-05-11 20:49:52.514314
7027,2 Appartement Duplex à vendre 135 m² à Temara,1540000.0,Temara,Centre Ville,135.0,3,3,11407.41,2026-05-11 20:49:52.514609
7028,BEN-BE-1083 - Appartement à vendre à Benslimane,850000.0,Benslimane,Autre Secteur,107.0,3,2,7943.93,2026-05-11 20:49:52.514702
7029,Appart 95 m2 Mandarona à côté Bd Al qods,950000.0,Casablanca,Aïn Chock,95.0,2,1,10000.0,2026-05-11 20:49:52.515466
7030,"Appartement à vendre Résidence Mimma, Avenue Safi, 3ème étage avec ascenseur",520000.0,Marrakech,Route De Safi,56.0,2,1,9285.71,2026-05-11 20:49:52.515669
7031,Appartement Alazhar Hay Hassani,560000.0,Casablanca,Hay Hassani,55.0,2,1,10181.82,2026-05-11 20:49:52.517293
7032,Appartement à vendre 80 m² à Rabat,1400000.0,Rabat,Diour Jamaa,80.0,2,1,17500.0,2026-05-11 20:49:52.517854
7033,CMN-AI-1103 - Appartement à vendre à Aïn Sebaâ,1100000.0,Casablanca,Ain Sebaa,105.0,3,3,10476.19,2026-05-11 20:49:52.518162
7034,appartement à vendre,1200000.0,Marrakech,Route De Casablanca,89.0,2,2,13483.15,2026-05-11 20:49:52.518258
7035,Appartement à vendre 100 m² à Temara,889000.0,Temara,Centre Ville,108.0,3,2,8231.48,2026-05-11 20:49:52.519514
7036,A vendre bel appartement bien ensoleillé,2480000.0,Casablanca,Racine,186.0,3,3,13333.33,2026-05-11 20:49:52.519608
7037,3 Chambres à vendre 112 m² à Californie,2010000.0,Casablanca,Californie,117.0,3,2,17179.49,2026-05-11 20:49:52.519798
7038,Appartement neuf à vendre Hay Nasr,820000.0,Temara,Autre Secteur,79.0,2,2,10379.75,2026-05-11 20:49:52.520005
7039,Appartement Meublé 66m² Boulevard Mohammed VI,580000.0,Casablanca,Al Fida,66.0,2,1,8787.88,2026-05-11 20:49:52.520106
7040,CMN-AS-1819 - Appartement à vendre à Ain Borja,1450000.0,Casablanca,Aïn Borja,131.0,3,2,11068.7,2026-05-11 20:49:52.521086
7041,CMN-MA-2648 - Appartement à vendre à Maârif,1600000.0,Casablanca,Maarif,109.0,2,2,14678.9,2026-05-11 20:49:52.521178
7042,Appartement Standing à Vendre – Lotissement Rachad,1520000.0,Casablanca,Laimoune,132.0,3,2,11515.15,2026-05-11 20:49:52.521667
7043,Bel appartement moderne deux façades 93m² à Oulfa,1150000.0,Casablanca,Oulfa,93.0,2,2,12365.59,2026-05-11 20:49:52.521759
7044,Appartement à vendre 78 m² à Marrakech,2500000.0,Marrakech,Agdal,78.0,2,2,32051.28,2026-05-11 20:49:52.521945
7045,Bel appartement en rez de jardin sur résidence,3300000.0,Marrakech,Agdal,100.0,3,2,33000.0,2026-05-11 20:49:52.522523
7046,Appartement neuf 160 m² à vendre à Wifak,2500000.0,Temara,Wifak,160.0,3,3,15625.0,2026-05-11 20:49:52.522910
7047,Appartement à vendre 70 m² à Kénitra,320000.0,Kénitra,Bir Rami,70.0,2,1,4571.43,2026-05-11 20:49:52.523514
7048,MAGNIFIQUES STUDIOS & APPARTEMENTS HAUT STANDING,1295900.0,Casablanca,Maarif,54.0,1,1,23998.15,2026-05-11 20:49:52.524188
7049,Appart à vendre 61 m² Hay Hassani,450000.0,Casablanca,Hay Hassani,61.0,2,1,7377.05,2026-05-11 20:49:52.524284
7050,Appartement à vendre Sidi Maarouf Hay Nassim Qazabri,1100000.0,Casablanca,Sidi Maarouf,106.0,3,2,10377.36,2026-05-11 20:49:52.524605
7051,Appartement à vendre 149 m² à Agdal Rabat,3500000.0,Rabat,Agdal,149.0,3,3,23489.93,2026-05-11 20:49:52.524792
7052,Appartement à vendre à Rahma,260000.0,Casablanca,Errahma,48.0,1,1,5416.67,2026-05-11 20:49:52.525258
7053,Duplex de standing 136 m2 Palmeraie Gates,2390000.0,Marrakech,Route De Casablanca,136.0,3,2,17573.53,2026-05-11 20:49:52.525780
7054,Appartements de luxe à vendre,1250000.0,Berkane,Toute La Ville,147.0,4,2,8503.4,2026-05-11 20:49:52.526535
7055,"Appartement titré à vendre, superficie 82 m²",450000.0,Larache,Toute La Ville,82.0,3,1,5487.8,2026-05-11 20:49:52.527195
7056,Appartement à vendre 91 m² à Meknès,390000.0,Meknès,Wislane,91.0,3,1,4285.71,2026-05-11 20:49:52.527287
7057,Appartement à vendre 84 m² à Berkane,600000.0,Berkane,Toute La Ville,84.0,2,1,7142.86,2026-05-11 20:49:52.527479
7058,Appartement de luxe Saidia Pieds dans l'eau,2100000.0,Saidia,Toute La Ville,180.0,2,2,11666.67,2026-05-11 20:49:52.528413
7059,LE LUXE ACCESSIBLE AU CŒUR DE BERKANE,800000.0,Berkane,Toute La Ville,120.0,3,2,6666.67,2026-05-11 20:49:52.528804
7060,"Grand Appartement meublé, quartier Burger, Maarif",2300000.0,Casablanca,Maarif,160.0,4,3,14375.0,2026-05-11 20:49:52.528895
7061,Appartement à vendre,640000.0,Tanger,Autre Secteur,64.0,2,1,10000.0,2026-05-11 20:49:52.529289
7062,Appartement à vendre quartier Salam,680000.0,Agadir,Hay Salam,53.0,2,1,12830.19,2026-05-11 20:49:52.529497
7063,Appartement à vendre 80 m² à Casablanca,860000.0,Casablanca,Oulfa,80.0,2,1,10750.0,2026-05-11 20:49:52.530525
7064,Bel appartement à Hay Chmaou Salé,750000.0,Salé,Hay Chmaou,73.0,2,1,10273.97,2026-05-11 20:49:52.531249
7065,Appartement à vendre 80 m² à Kénitra,800000.0,Kénitra,Bir Rami,80.0,3,1,10000.0,2026-05-11 20:49:52.531340
7066,Duplex excellent à vendre à Andalus Mohammedia,108000.0,Mohammedia,Autre Secteur,210.0,3,2,514.29,2026-05-11 20:49:52.531445
7067,Ahmed immo Marrakech,760000.0,Marrakech,Azzouzia,80.0,2,1,9500.0,2026-05-11 20:49:52.531744
7068,Appartement à vendre 97 m² à Fès,520000.0,Fès,Narjis,97.0,2,2,5360.82,2026-05-11 20:49:52.531845
7069,appartement à vendre,670000.0,Marrakech,Route D'Amezmiz,65.0,2,1,10307.69,2026-05-11 20:49:52.531937
7070,Appartement titré à vendre Superficie 82 m² Dispose d'un ascenseur,450000.0,Larache,Toute La Ville,82.0,3,1,5487.8,2026-05-11 20:49:52.532029
7071,Appartements neufs//Hay matar,510000.0,El Jadida,Autre Secteur,70.0,2,2,7285.71,2026-05-11 20:49:52.532125
7072,Appartement à vendre 92 m² à Tanger,800000.0,Tanger,Val Fleuri,92.0,2,1,8695.65,2026-05-11 20:49:52.532343
7073,Appartement à vendre quartier Amsernat Houta,400000.0,Agadir,Amsernate,56.0,2,1,7142.86,2026-05-11 20:49:52.532473
7074,"Appartement à vendre 80 m² à 26 millions, négociable",260000.0,Meknès,Autre Secteur,88.0,2,2,2954.55,2026-05-11 20:49:52.532754
7075,Appartement à vendre 72 m² à Tanger,560000.0,Tanger,Mghogha,72.0,3,1,7777.78,2026-05-11 20:49:52.532995
7076,Appartement à vendre à Panassé,280000.0,Casablanca,Sidi Moumen,50.0,2,1,5600.0,2026-05-11 20:49:52.533405
7077,Appartement 100m² à vendre à Hay Izdihar Marrakech,1000000.0,Marrakech,Sanaoubar,110.0,3,1,9090.91,2026-05-11 20:49:52.534072
7078,appartement massira ahbas,650000.0,Marrakech,Massira 1,74.0,2,1,8783.78,2026-05-11 20:49:52.534262
7079,Appartement à vendre,850000.0,El Jadida,Najd,145.0,3,2,5862.07,2026-05-11 20:49:52.534452
7080,"À VENDRE, APPARTEMENT, BELVÉDÈRE 🏢",1250000.0,Casablanca,Belvédère,101.0,2,2,12376.24,2026-05-11 20:49:52.534545
7081,Appartement à vendre complexe EL Nour,420000.0,Tanger,Hay Hassani,56.0,2,1,7500.0,2026-05-11 20:49:52.534658
7082,Appartement à vendre 114 m² à Casablanca,1550000.0,Casablanca,Franceville,114.0,3,2,13596.49,2026-05-11 20:49:52.535840
7083,Appartement à vendre 172 m² à Casablanca,2290000.0,Casablanca,2 Mars,172.0,3,2,13313.95,2026-05-11 20:49:52.536028
7084,Appt 115m2 à la Gironde à vendre,1300000.0,Casablanca,La Gironde,115.0,2,2,11304.35,2026-05-11 20:49:52.536544
7085,Appartement RDC Premium – Oasis,3400000.0,Casablanca,Oasis,163.0,3,2,20858.9,2026-05-11 20:49:52.537003
7086,appartement à côté Macdonald,670000.0,Marrakech,Route De Safi,54.0,2,1,12407.41,2026-05-11 20:49:52.537096
7087,Appartement à vendre à Shems Elmadina,360000.0,Benslimane,Autre Secteur,54.0,2,1,6666.67,2026-05-11 20:49:52.537189
7088,Appartement à vendre 96 m² à Casablanca,750000.0,Casablanca,Sidi Bernoussi,96.0,3,2,7812.5,2026-05-11 20:49:52.537293
7089,Projet Nasr Ouled Saleh Victoria,2800000.0,Bouskoura,Victoria,90.0,2,1,31111.11,2026-05-11 20:49:52.537394
7090,Appartement à vendre 1er étage de 100 m² à Bettana,1080000.0,Salé,Bettana,100.0,2,2,10800.0,2026-05-11 20:49:52.537709
7091,Il y a 1 appartement au 2ème étage et 2 appartements au 3ème étage,540000.0,Benslimane,Autre Secteur,70.0,3,1,7714.29,2026-05-11 20:49:52.537818
7092,Appartement à vendre 77 m² à Marrakech,800000.0,Marrakech,M'Hamid,77.0,2,2,10389.61,2026-05-11 20:49:52.537916
7093,Appartement au centre ville de Casablanca,110000.0,Casablanca,Bourgogne,92.0,3,1,1195.65,2026-05-11 20:49:52.538011
7094,Appartement meublé à vendre,380000.0,Marrakech,Les Portes De Marrakech,48.0,2,1,7916.67,2026-05-11 20:49:52.538106
7095,Appartement à vendre Av Mohammed V En Face Marina,2200000.0,Agadir,Secteur Touristique,95.0,2,2,23157.89,2026-05-11 20:49:52.538197
7096,Appartement chouiter,175000.0,Marrakech,Autre Secteur,47.0,1,1,3723.4,2026-05-11 20:49:52.538287
7097,Appartement de luxe à Ain Sbaa,1000000.0,Casablanca,Ain Sebaa,110.0,3,2,9090.91,2026-05-11 20:49:52.538389
7098,Appartement à vendre Asilah résidence Bayti Sakane,720000.0,Asilah,Toute La Ville,92.0,2,1,7826.09,2026-05-11 20:49:52.538489
7099,Appartement à vendre 116 m² à Had Soualem,480000.0,Had Soualem,Toute La Ville,136.0,3,1,3529.41,2026-05-11 20:49:52.538583
7100,Appartement à vendre 75 m² Gueliz à Marrakech,1150000.0,Marrakech,,75.0,2,2,15333.33,2026-05-11 20:49:52.538677
7101,Bel appartement à vendre avec piscine,1850000.0,Tanger,Nouinouich,101.0,3,2,18316.83,2026-05-11 20:49:52.538770
7102,appartement à vendre,770000.0,Salé,Sidi Moussa,94.0,3,2,8191.49,2026-05-11 20:49:52.538860
7103,Appartement à vendre près du café Blanco Fès,450000.0,Fès,Route Ain Chkaf,75.0,2,2,6000.0,2026-05-11 20:49:52.538951
7104,Appartement à vendre à Sidi Rahal,380000.0,Sidi Rahal,Toute La Ville,67.0,2,1,5671.64,2026-05-11 20:49:52.539042
7105,Appartement neuf à vendre à Errahma – Casablanca,380000.0,Casablanca,Errahma,51.0,2,1,7450.98,2026-05-11 20:49:52.539138
7106,Appartement meublé équipé,450000.0,Casablanca,Sidi Bernoussi,56.0,3,1,8035.71,2026-05-11 20:49:52.539229
7107,Saada 2 appartement à l'état neuf,390000.0,Martil,Toute La Ville,48.0,2,1,8125.0,2026-05-11 20:49:52.539324
7108,Appartement à vendre 125 m² en plein centre Hamria,650000.0,Meknès,Hamria,125.0,4,1,5200.0,2026-05-11 20:49:52.539422
7109,Magnifique appartement à Guéliz,2400000.0,Marrakech,Guéliz,217.0,3,2,11059.91,2026-05-11 20:49:52.539516
7110,Duplex extraordinaire,2390000.0,Marrakech,Hay Izdihar,240.0,3,3,9958.33,2026-05-11 20:49:52.539608
7111,Appartement à vendre,500000.0,Mers El Kheir,Toute La Ville,70.0,2,2,7142.86,2026-05-11 20:49:52.539703
7112,Appartement à vendre 68m² quartier aéroport,510000.0,El Jadida,Quartier Aérodrome,68.0,2,1,7500.0,2026-05-11 20:49:52.539797
